CH4/ppm,H2/ppm,C2H6/ppm,NH3/ppm,CH4_NG_CAL/ppm,V0,V1,V2,time
300.000,0.000,56.250,0.000,0.000e+00,-4.255e-02,4.627e-03,4.555e-03,7774.200000
500.000,0.000,93.750,0.000,0.000e+00,-5.147e-02,3.011e-03,-1.199e-02,8376.300000
700.000,0.000,131.250,0.000,0.000e+00,-5.284e-02,2.055e-03,-1.526e-02,8978.400000
600.000,0.000,112.500,0.000,0.000e+00,-5.261e-02,1.001e-03,-1.526e-02,9580.500000
1100.000,0.000,206.250,0.000,0.000e+00,-5.594e-02,2.990e-04,-2.400e-02,10182.600000
1300.000,0.000,243.750,0.000,0.000e+00,-5.687e-02,-1.457e-04,-2.621e-02,10784.700000
1500.000,0.000,281.250,0.000,0.000e+00,-5.792e-02,-4.343e-04,-2.798e-02,11386.800000
1700.000,0.000,318.750,0.000,0.000e+00,-5.838e-02,-6.634e-04,-2.930e-02,11988.900000
1600.000,0.000,300.000,0.000,0.000e+00,-5.788e-02,-6.489e-04,-2.862e-02,12591.000000
2100.000,0.000,393.750,0.000,0.000e+00,-5.943e-02,-1.025e-03,-3.177e-02,13193.100000
2300.000,0.000,431.250,0.000,0.000e+00,-5.975e-02,-1.213e-03,-3.266e-02,13795.200000
2500.000,0.000,468.750,0.000,0.000e+00,-6.049e-02,-1.385e-03,-3.349e-02,14397.300000
0.000,0.000,8.000,0.000,0.000e+00,-1.095e-02,-3.084e-04,2.864e-03,17403.600000
0.000,0.000,10.000,0.000,0.000e+00,-1.332e-02,-2.257e-04,3.381e-03,18005.700000
0.000,0.000,12.000,0.000,0.000e+00,-1.445e-02,-6.678e-05,3.274e-03,18607.800000
0.000,0.000,14.000,0.000,0.000e+00,-1.569e-02,3.793e-05,3.757e-03,19209.900000
0.000,0.000,16.000,0.000,0.000e+00,-1.714e-02,1.121e-04,4.179e-03,19812.000000
0.000,0.000,18.000,0.000,0.000e+00,-1.819e-02,2.419e-04,4.491e-03,20414.100000
0.000,0.000,20.000,0.000,0.000e+00,-1.926e-02,2.966e-04,4.651e-03,21016.200000
0.000,0.000,22.000,0.000,0.000e+00,-2.030e-02,3.467e-04,4.757e-03,21618.300000
0.000,0.000,24.000,0.000,0.000e+00,-2.138e-02,3.883e-04,5.071e-03,22220.400000
0.000,0.000,26.000,0.000,0.000e+00,-2.226e-02,3.985e-04,5.313e-03,22822.500000
300.000,0.000,64.250,0.000,0.000e+00,-4.802e-02,2.317e-03,-3.417e-03,25226.700000
