CH4/ppm,H2/ppm,C2H6/ppm,NH3/ppm,CH4_NG_CAL/ppm,V0,V1,V2,time
1200.000,0.000,251.000,0.000,0.000e+00,-8.298e-02,-1.218e-02,-4.833e-02,54114.900000
1500.000,0.000,289.250,0.000,0.000e+00,-8.829e-02,-1.355e-02,-5.467e-02,56519.100000
1500.000,0.000,291.250,0.000,0.000e+00,-8.885e-02,-1.362e-02,-5.515e-02,57121.200000
1500.000,0.000,293.250,0.000,0.000e+00,-8.895e-02,-1.368e-02,-5.541e-02,57723.300000
1500.000,0.000,295.250,0.000,0.000e+00,-8.914e-02,-1.369e-02,-5.550e-02,58325.400000
1500.000,0.000,297.250,0.000,0.000e+00,-8.901e-02,-1.367e-02,-5.555e-02,58927.500000
1500.000,0.000,299.250,0.000,0.000e+00,-8.907e-02,-1.368e-02,-5.573e-02,59529.600000
1500.000,0.000,301.250,0.000,0.000e+00,-8.915e-02,-1.365e-02,-5.574e-02,60131.700000
1500.000,0.000,303.250,0.000,0.000e+00,-8.943e-02,-1.365e-02,-5.574e-02,60733.800000
1500.000,0.000,305.250,0.000,0.000e+00,-8.930e-02,-1.359e-02,-5.574e-02,61335.900000
1500.000,0.000,307.250,0.000,0.000e+00,-8.963e-02,-1.371e-02,-5.586e-02,61938.000000
1800.000,0.000,345.500,0.000,0.000e+00,-9.340e-02,-1.485e-02,-6.144e-02,64342.200000
1800.000,0.000,347.500,0.000,0.000e+00,-9.392e-02,-1.492e-02,-6.184e-02,64944.300000
1800.000,0.000,349.500,0.000,0.000e+00,-9.393e-02,-1.488e-02,-6.205e-02,65546.400000
1800.000,0.000,351.500,0.000,0.000e+00,-9.403e-02,-1.475e-02,-6.193e-02,66148.500000
1800.000,0.000,353.500,0.000,0.000e+00,-9.428e-02,-1.490e-02,-6.216e-02,66750.600000
1800.000,0.000,355.500,0.000,0.000e+00,-9.419e-02,-1.491e-02,-6.225e-02,67352.700000
1800.000,0.000,357.500,0.000,0.000e+00,-9.416e-02,-1.474e-02,-6.221e-02,67954.800000
1800.000,0.000,359.500,0.000,0.000e+00,-9.417e-02,-1.484e-02,-6.232e-02,68556.900000
1800.000,0.000,361.500,0.000,0.000e+00,-9.431e-02,-1.487e-02,-6.245e-02,69159.000000
1800.000,0.000,363.500,0.000,0.000e+00,-9.443e-02,-1.484e-02,-6.242e-02,69761.100000
2100.000,0.000,401.750,0.000,0.000e+00,-9.751e-02,-1.586e-02,-6.721e-02,72165.300000
2100.000,0.000,403.750,0.000,0.000e+00,-9.800e-02,-1.587e-02,-6.747e-02,72767.400000
2100.000,0.000,405.750,0.000,0.000e+00,-9.824e-02,-1.590e-02,-6.759e-02,73369.500000
2100.000,0.000,407.750,0.000,0.000e+00,-9.822e-02,-1.586e-02,-6.780e-02,73971.600000
2100.000,0.000,409.750,0.000,0.000e+00,-9.843e-02,-1.586e-02,-6.776e-02,74573.700000
2100.000,0.000,411.750,0.000,0.000e+00,-9.828e-02,-1.584e-02,-6.802e-02,75175.800000
2100.000,0.000,413.750,0.000,0.000e+00,-9.835e-02,-1.582e-02,-6.800e-02,75777.900000
2100.000,0.000,415.750,0.000,0.000e+00,-9.843e-02,-1.599e-02,-6.826e-02,76380.000000
2100.000,0.000,417.750,0.000,0.000e+00,-9.851e-02,-1.600e-02,-6.828e-02,76982.100000
2100.000,0.000,419.750,0.000,0.000e+00,-9.837e-02,-1.598e-02,-6.815e-02,77584.200000
2400.000,0.000,458.000,0.000,0.000e+00,-9.960e-02,-1.645e-02,-7.022e-02,79988.400000
2400.000,0.000,460.000,0.000,0.000e+00,-1.004e-01,-1.648e-02,-7.058e-02,80590.500000
2400.000,0.000,462.000,0.000,0.000e+00,-1.002e-01,-1.638e-02,-7.068e-02,81192.600000
2400.000,0.000,464.000,0.000,0.000e+00,-1.002e-01,-1.633e-02,-7.068e-02,81794.700000
2400.000,0.000,466.000,0.000,0.000e+00,-1.005e-01,-1.648e-02,-7.093e-02,82396.800000
2400.000,0.000,468.000,0.000,0.000e+00,-1.006e-01,-1.636e-02,-7.088e-02,82998.900000
2400.000,0.000,470.000,0.000,0.000e+00,-1.005e-01,-1.635e-02,-7.094e-02,83601.000000
2400.000,0.000,472.000,0.000,0.000e+00,-1.005e-01,-1.635e-02,-7.123e-02,84203.100000
2400.000,0.000,474.000,0.000,0.000e+00,-1.006e-01,-1.644e-02,-7.124e-02,84805.200000
2400.000,0.000,476.000,0.000,0.000e+00,-1.009e-01,-1.642e-02,-7.172e-02,85407.300000
