CH4/ppm,H2/ppm,C2H6/ppm,NH3/ppm,CH4_NG_CAL/ppm,V0,V1,V2,time
300.000,0.000,0.000,0.000,0.000e+00,-3.544e-02,-4.414e-04,1.021e-03,7774.200000
500.000,0.000,0.000,0.000,0.000e+00,-4.571e-02,-8.373e-04,6.848e-04,8376.300000
700.000,0.000,0.000,0.000,0.000e+00,-5.352e-02,-1.141e-03,2.657e-05,8978.400000
600.000,0.000,0.000,0.000,0.000e+00,-5.094e-02,-1.109e-03,4.344e-04,9580.500000
1100.000,0.000,0.000,0.000,0.000e+00,-6.243e-02,-1.582e-03,-1.347e-03,10182.600000
1300.000,0.000,0.000,0.000,0.000e+00,-6.584e-02,-1.844e-03,-1.976e-03,10784.700000
1500.000,0.000,0.000,0.000,0.000e+00,-6.781e-02,-1.852e-03,-2.423e-03,11386.800000
1700.000,0.000,0.000,0.000,0.000e+00,-7.042e-02,-2.114e-03,-3.061e-03,11988.900000
1600.000,0.000,0.000,0.000,0.000e+00,-6.946e-02,-2.102e-03,-2.806e-03,12591.000000
2100.000,0.000,0.000,0.000,0.000e+00,-7.470e-02,-2.534e-03,-4.452e-03,13193.100000
2300.000,0.000,0.000,0.000,0.000e+00,-7.645e-02,-2.737e-03,-5.067e-03,13795.200000
2500.000,0.000,0.000,0.000,0.000e+00,-7.811e-02,-2.926e-03,-5.779e-03,14397.300000
0.000,0.000,8.000,0.000,0.000e+00,-9.675e-03,-7.284e-05,2.694e-04,17403.600000
0.000,0.000,10.000,0.000,0.000e+00,-1.517e-02,-5.650e-04,8.709e-04,18005.700000
0.000,0.000,12.000,0.000,0.000e+00,-1.814e-02,-6.953e-04,1.051e-03,18607.800000
0.000,0.000,14.000,0.000,0.000e+00,-2.043e-02,-7.918e-04,1.087e-03,19209.900000
0.000,0.000,16.000,0.000,0.000e+00,-2.245e-02,-8.867e-04,1.153e-03,19812.000000
0.000,0.000,18.000,0.000,0.000e+00,-2.420e-02,-9.672e-04,1.119e-03,20414.100000
0.000,0.000,20.000,0.000,0.000e+00,-2.591e-02,-1.087e-03,1.175e-03,21016.200000
0.000,0.000,22.000,0.000,0.000e+00,-2.742e-02,-1.171e-03,1.117e-03,21618.300000
0.000,0.000,24.000,0.000,0.000e+00,-2.882e-02,-1.249e-03,1.067e-03,22220.400000
0.000,0.000,26.000,0.000,0.000e+00,-3.022e-02,-1.357e-03,1.057e-03,22822.500000
300.000,0.000,8.000,0.000,0.000e+00,-3.831e-02,-5.525e-04,1.207e-03,25226.700000
300.000,0.000,10.000,0.000,0.000e+00,-4.060e-02,-8.508e-04,1.271e-03,25828.800000
300.000,0.000,12.000,0.000,0.000e+00,-4.251e-02,-1.038e-03,1.153e-03,26430.900000
300.000,0.000,14.000,0.000,0.000e+00,-4.343e-02,-1.143e-03,1.048e-03,27033.000000
300.000,0.000,16.000,0.000,0.000e+00,-4.419e-02,-1.223e-03,9.542e-04,27635.100000
300.000,0.000,18.000,0.000,0.000e+00,-4.483e-02,-1.313e-03,8.812e-04,28237.200000
300.000,0.000,20.000,0.000,0.000e+00,-4.535e-02,-1.385e-03,8.367e-04,28839.300000
300.000,0.000,22.000,0.000,0.000e+00,-4.603e-02,-1.476e-03,7.380e-04,29441.400000
300.000,0.000,24.000,0.000,0.000e+00,-4.667e-02,-1.570e-03,6.508e-04,30043.500000
300.000,0.000,26.000,0.000,0.000e+00,-4.723e-02,-1.663e-03,5.771e-04,30645.600000
600.000,0.000,8.000,0.000,0.000e+00,-5.027e-02,-8.386e-04,5.285e-04,33049.800000
600.000,0.000,10.000,0.000,0.000e+00,-5.300e-02,-1.248e-03,3.544e-04,33651.900000
600.000,0.000,12.000,0.000,0.000e+00,-5.336e-02,-1.302e-03,3.627e-04,34254.000000
600.000,0.000,14.000,0.000,0.000e+00,-5.351e-02,-1.336e-03,3.330e-04,34856.100000
600.000,0.000,16.000,0.000,0.000e+00,-5.403e-02,-1.452e-03,2.317e-04,35458.200000
600.000,0.000,18.000,0.000,0.000e+00,-5.436e-02,-1.515e-03,1.720e-04,36060.300000
600.000,0.000,20.000,0.000,0.000e+00,-5.482e-02,-1.621e-03,6.632e-05,36662.400000
600.000,0.000,22.000,0.000,0.000e+00,-5.507e-02,-1.678e-03,2.860e-05,37264.500000
600.000,0.000,24.000,0.000,0.000e+00,-5.558e-02,-1.797e-03,-7.805e-05,37866.600000
600.000,0.000,26.000,0.000,0.000e+00,-5.591e-02,-1.862e-03,-1.481e-04,38468.700000
900.000,0.000,8.000,0.000,0.000e+00,-5.761e-02,-1.092e-03,-2.361e-04,40872.900000
900.000,0.000,10.000,0.000,0.000e+00,-5.981e-02,-1.467e-03,-4.336e-04,41475.000000
900.000,0.000,12.000,0.000,0.000e+00,-6.022e-02,-1.586e-03,-5.082e-04,42077.100000
900.000,0.000,14.000,0.000,0.000e+00,-6.056e-02,-1.670e-03,-5.987e-04,42679.200000
900.000,0.000,16.000,0.000,0.000e+00,-6.088e-02,-1.765e-03,-6.925e-04,43281.300000
900.000,0.000,18.000,0.000,0.000e+00,-6.101e-02,-1.825e-03,-7.476e-04,43883.400000
900.000,0.000,20.000,0.000,0.000e+00,-6.146e-02,-1.925e-03,-8.799e-04,44485.500000
900.000,0.000,22.000,0.000,0.000e+00,-6.167e-02,-2.005e-03,-9.537e-04,45087.600000
900.000,0.000,24.000,0.000,0.000e+00,-6.206e-02,-2.115e-03,-1.083e-03,45689.700000
900.000,0.000,26.000,0.000,0.000e+00,-6.223e-02,-2.176e-03,-1.147e-03,46291.800000
1200.000,0.000,8.000,0.000,0.000e+00,-6.357e-02,-1.438e-03,-1.256e-03,48696.000000
1200.000,0.000,10.000,0.000,0.000e+00,-6.510e-02,-1.783e-03,-1.420e-03,49298.100000
1200.000,0.000,12.000,0.000,0.000e+00,-6.552e-02,-1.908e-03,-1.530e-03,49900.200000
1200.000,0.000,14.000,0.000,0.000e+00,-6.563e-02,-1.953e-03,-1.543e-03,50502.300000
1200.000,0.000,16.000,0.000,0.000e+00,-6.587e-02,-2.054e-03,-1.650e-03,51104.400000
1200.000,0.000,18.000,0.000,0.000e+00,-6.611e-02,-2.149e-03,-1.747e-03,51706.500000
1200.000,0.000,20.000,0.000,0.000e+00,-6.637e-02,-2.234e-03,-1.854e-03,52308.600000
1200.000,0.000,22.000,0.000,0.000e+00,-6.661e-02,-2.314e-03,-1.946e-03,52910.700000
1200.000,0.000,24.000,0.000,0.000e+00,-6.681e-02,-2.391e-03,-2.066e-03,53512.800000
1200.000,0.000,26.000,0.000,0.000e+00,-6.707e-02,-2.486e-03,-2.180e-03,54114.900000
1500.000,0.000,8.000,0.000,0.000e+00,-6.804e-02,-1.731e-03,-2.257e-03,56519.100000
1500.000,0.000,10.000,0.000,0.000e+00,-6.928e-02,-2.074e-03,-2.401e-03,57121.200000
1500.000,0.000,12.000,0.000,0.000e+00,-6.958e-02,-2.194e-03,-2.506e-03,57723.300000
1500.000,0.000,14.000,0.000,0.000e+00,-6.963e-02,-2.242e-03,-2.495e-03,58325.400000
1500.000,0.000,16.000,0.000,0.000e+00,-6.988e-02,-2.351e-03,-2.627e-03,58927.500000
1500.000,0.000,18.000,0.000,0.000e+00,-7.013e-02,-2.455e-03,-2.750e-03,59529.600000
1500.000,0.000,20.000,0.000,0.000e+00,-7.030e-02,-2.522e-03,-2.866e-03,60131.700000
1500.000,0.000,22.000,0.000,0.000e+00,-7.049e-02,-2.607e-03,-2.946e-03,60733.800000
1500.000,0.000,24.000,0.000,0.000e+00,-7.067e-02,-2.683e-03,-3.040e-03,61335.900000
1500.000,0.000,26.000,0.000,0.000e+00,-7.087e-02,-2.760e-03,-3.160e-03,61938.000000
1800.000,0.000,8.000,0.000,0.000e+00,-7.160e-02,-1.996e-03,-3.205e-03,64342.200000
1800.000,0.000,10.000,0.000,0.000e+00,-7.272e-02,-2.350e-03,-3.417e-03,64944.300000
1800.000,0.000,12.000,0.000,0.000e+00,-7.287e-02,-2.442e-03,-3.430e-03,65546.400000
1800.000,0.000,14.000,0.000,0.000e+00,-7.300e-02,-2.532e-03,-3.516e-03,66148.500000
1800.000,0.000,16.000,0.000,0.000e+00,-7.323e-02,-2.642e-03,-3.638e-03,66750.600000
1800.000,0.000,18.000,0.000,0.000e+00,-7.334e-02,-2.717e-03,-3.724e-03,67352.700000
1800.000,0.000,20.000,0.000,0.000e+00,-7.360e-02,-2.841e-03,-3.843e-03,67954.800000
1800.000,0.000,22.000,0.000,0.000e+00,-7.367e-02,-2.839e-03,-3.919e-03,68556.900000
1800.000,0.000,24.000,0.000,0.000e+00,-7.384e-02,-2.951e-03,-4.037e-03,69159.000000
1800.000,0.000,26.000,0.000,0.000e+00,-7.403e-02,-3.025e-03,-4.168e-03,69761.100000
2100.000,0.000,8.000,0.000,0.000e+00,-7.455e-02,-2.258e-03,-4.144e-03,72165.300000
2100.000,0.000,10.000,0.000,0.000e+00,-7.555e-02,-2.624e-03,-4.374e-03,72767.400000
2100.000,0.000,12.000,0.000,0.000e+00,-7.560e-02,-2.677e-03,-4.290e-03,73369.500000
2100.000,0.000,14.000,0.000,0.000e+00,-7.578e-02,-2.789e-03,-4.428e-03,73971.600000
2100.000,0.000,16.000,0.000,0.000e+00,-7.598e-02,-2.906e-03,-4.601e-03,74573.700000
2100.000,0.000,18.000,0.000,0.000e+00,-7.611e-02,-2.961e-03,-4.673e-03,75175.800000
2100.000,0.000,20.000,0.000,0.000e+00,-7.628e-02,-3.051e-03,-4.820e-03,75777.900000
2100.000,0.000,22.000,0.000,0.000e+00,-7.635e-02,-3.103e-03,-4.847e-03,76380.000000
2100.000,0.000,24.000,0.000,0.000e+00,-7.656e-02,-3.211e-03,-4.989e-03,76982.100000
2100.000,0.000,26.000,0.000,0.000e+00,-7.671e-02,-3.266e-03,-5.112e-03,77584.200000
2400.000,0.000,8.000,0.000,0.000e+00,-7.629e-02,-2.437e-03,-4.658e-03,79988.400000
2400.000,0.000,10.000,0.000,0.000e+00,-7.722e-02,-2.824e-03,-4.956e-03,80590.500000
2400.000,0.000,12.000,0.000,0.000e+00,-7.728e-02,-2.903e-03,-4.847e-03,81192.600000
