CH4/ppm,H2/ppm,C2H6/ppm,NH3/ppm,CH4_NG_CAL/ppm,V0,V1,V2,time
300.000,0.000,0.000,0.000,0.000e+00,-2.503e-02,-2.201e-03,-2.251e-03,7774.200000
500.000,0.000,0.000,0.000,0.000e+00,-3.508e-02,-3.049e-03,-4.273e-03,8376.300000
700.000,0.000,0.000,0.000,0.000e+00,-4.229e-02,-3.601e-03,-6.156e-03,8978.400000
600.000,0.000,0.000,0.000,0.000e+00,-3.927e-02,-3.421e-03,-5.376e-03,9580.500000
1100.000,0.000,0.000,0.000,0.000e+00,-5.202e-02,-4.279e-03,-9.340e-03,10182.600000
1300.000,0.000,0.000,0.000,0.000e+00,-5.545e-02,-4.607e-03,-1.061e-02,10784.700000
1500.000,0.000,0.000,0.000,0.000e+00,-5.890e-02,-4.855e-03,-1.214e-02,11386.800000
1700.000,0.000,0.000,0.000,0.000e+00,-6.197e-02,-5.157e-03,-1.364e-02,11988.900000
1600.000,0.000,0.000,0.000,0.000e+00,-6.073e-02,-5.005e-03,-1.301e-02,12591.000000
2100.000,0.000,0.000,0.000,0.000e+00,-6.694e-02,-5.573e-03,-1.632e-02,13193.100000
2300.000,0.000,0.000,0.000,0.000e+00,-6.922e-02,-5.803e-03,-1.757e-02,13795.200000
2500.000,0.000,0.000,0.000,0.000e+00,-7.114e-02,-5.978e-03,-1.878e-02,14397.300000
0.000,0.000,8.000,0.000,0.000e+00,-2.992e-03,-4.114e-04,-3.439e-04,17403.600000
0.000,0.000,10.000,0.000,0.000e+00,-3.617e-03,-4.269e-04,-3.792e-04,18005.700000
0.000,0.000,12.000,0.000,0.000e+00,-4.197e-03,-4.905e-04,-4.749e-04,18607.800000
0.000,0.000,14.000,0.000,0.000e+00,-4.922e-03,-6.318e-04,-5.837e-04,19209.900000
0.000,0.000,16.000,0.000,0.000e+00,-5.538e-03,-6.606e-04,-5.781e-04,19812.000000
0.000,0.000,18.000,0.000,0.000e+00,-6.210e-03,-7.271e-04,-6.480e-04,20414.100000
0.000,0.000,20.000,0.000,0.000e+00,-6.839e-03,-8.342e-04,-7.622e-04,21016.200000
0.000,0.000,22.000,0.000,0.000e+00,-7.442e-03,-9.016e-04,-8.408e-04,21618.300000
0.000,0.000,24.000,0.000,0.000e+00,-8.024e-03,-9.863e-04,-9.519e-04,22220.400000
0.000,0.000,26.000,0.000,0.000e+00,-8.663e-03,-1.037e-03,-9.443e-04,22822.500000
300.000,0.000,8.000,0.000,0.000e+00,-2.710e-02,-2.495e-03,-2.829e-03,25226.700000
300.000,0.000,10.000,0.000,0.000e+00,-2.789e-02,-2.635e-03,-3.043e-03,25828.800000
300.000,0.000,12.000,0.000,0.000e+00,-2.828e-02,-2.722e-03,-3.212e-03,26430.900000
300.000,0.000,14.000,0.000,0.000e+00,-2.873e-02,-2.747e-03,-3.267e-03,27033.000000
300.000,0.000,16.000,0.000,0.000e+00,-2.911e-02,-2.911e-03,-3.447e-03,27635.100000
300.000,0.000,18.000,0.000,0.000e+00,-2.933e-02,-2.807e-03,-3.427e-03,28237.200000
300.000,0.000,20.000,0.000,0.000e+00,-2.963e-02,-2.839e-03,-3.529e-03,28839.300000
300.000,0.000,22.000,0.000,0.000e+00,-3.009e-02,-2.936e-03,-3.631e-03,29441.400000
300.000,0.000,24.000,0.000,0.000e+00,-3.032e-02,-2.950e-03,-3.724e-03,30043.500000
300.000,0.000,26.000,0.000,0.000e+00,-3.056e-02,-2.996e-03,-3.817e-03,30645.600000
600.000,0.000,8.000,0.000,0.000e+00,-3.967e-02,-3.412e-03,-5.526e-03,33049.800000
600.000,0.000,10.000,0.000,0.000e+00,-4.005e-02,-3.511e-03,-5.768e-03,33651.900000
600.000,0.000,12.000,0.000,0.000e+00,-4.035e-02,-3.555e-03,-5.832e-03,34254.000000
600.000,0.000,14.000,0.000,0.000e+00,-4.062e-02,-3.609e-03,-5.980e-03,34856.100000
600.000,0.000,16.000,0.000,0.000e+00,-4.093e-02,-3.657e-03,-6.069e-03,35458.200000
600.000,0.000,18.000,0.000,0.000e+00,-4.116e-02,-3.608e-03,-6.047e-03,36060.300000
600.000,0.000,20.000,0.000,0.000e+00,-4.131e-02,-3.758e-03,-6.283e-03,36662.400000
600.000,0.000,22.000,0.000,0.000e+00,-4.145e-02,-3.746e-03,-6.370e-03,37264.500000
600.000,0.000,24.000,0.000,0.000e+00,-4.169e-02,-3.775e-03,-6.436e-03,37866.600000
600.000,0.000,26.000,0.000,0.000e+00,-4.200e-02,-3.797e-03,-6.475e-03,38468.700000
900.000,0.000,8.000,0.000,0.000e+00,-4.783e-02,-4.010e-03,-8.097e-03,40872.900000
900.000,0.000,10.000,0.000,0.000e+00,-4.816e-02,-4.040e-03,-8.332e-03,41475.000000
900.000,0.000,12.000,0.000,0.000e+00,-4.846e-02,-4.133e-03,-8.435e-03,42077.100000
