CH4/ppm,H2/ppm,C2H6/ppm,NH3/ppm,CH4_NG_CAL/ppm,V0,V1,V2,time
300.000,0.000,11.834,0.000,0.000e+00,-5.084e-02,-1.397e-03,-1.860e-03,7774.200000
500.000,0.000,19.723,0.000,0.000e+00,-6.438e-02,-3.263e-03,-6.554e-03,8376.300000
700.000,0.000,27.612,0.000,0.000e+00,-7.052e-02,-4.654e-03,-1.093e-02,8978.400000
600.000,0.000,23.667,0.000,0.000e+00,-6.775e-02,-4.601e-03,-9.020e-03,9580.500000
1100.000,0.000,43.390,0.000,0.000e+00,-7.761e-02,-6.140e-03,-1.823e-02,10182.600000
1300.000,0.000,51.279,0.000,0.000e+00,-7.993e-02,-6.722e-03,-2.110e-02,10784.700000
1500.000,0.000,59.168,0.000,0.000e+00,-8.208e-02,-7.214e-03,-2.382e-02,11386.800000
1700.000,0.000,67.057,0.000,0.000e+00,-8.407e-02,-7.928e-03,-2.677e-02,11988.900000
1600.000,0.000,63.113,0.000,0.000e+00,-8.309e-02,-7.902e-03,-2.558e-02,12591.000000
2100.000,0.000,82.836,0.000,0.000e+00,-8.705e-02,-8.859e-03,-3.151e-02,13193.100000
2300.000,0.000,90.725,0.000,0.000e+00,-8.826e-02,-9.335e-03,-3.351e-02,13795.200000
2500.000,0.000,98.614,0.000,0.000e+00,-8.919e-02,-9.725e-03,-3.533e-02,14397.300000
0.000,0.000,8.000,0.000,0.000e+00,-9.246e-03,-3.936e-04,5.629e-04,17403.600000
0.000,0.000,10.000,0.000,0.000e+00,-1.450e-02,-8.561e-04,1.149e-03,18005.700000
0.000,0.000,12.000,0.000,0.000e+00,-1.737e-02,-9.463e-04,1.316e-03,18607.800000
0.000,0.000,14.000,0.000,0.000e+00,-1.970e-02,-1.032e-03,1.394e-03,19209.900000
0.000,0.000,16.000,0.000,0.000e+00,-2.163e-02,-1.095e-03,1.441e-03,19812.000000
0.000,0.000,18.000,0.000,0.000e+00,-2.346e-02,-1.178e-03,1.443e-03,20414.100000
0.000,0.000,20.000,0.000,0.000e+00,-2.507e-02,-1.224e-03,1.386e-03,21016.200000
0.000,0.000,22.000,0.000,0.000e+00,-2.671e-02,-1.326e-03,1.414e-03,21618.300000
0.000,0.000,24.000,0.000,0.000e+00,-2.814e-02,-1.392e-03,1.322e-03,22220.400000
0.000,0.000,26.000,0.000,0.000e+00,-2.955e-02,-1.475e-03,1.330e-03,22822.500000
